Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,Type,DOI,CitesPerYear,Age,FullTextURL
1,"G Starostin, NE Altınışık, M Zhivlov, P Changmai, ...",Circumpolar peoples and their languages: lexical and genomic data suggest ancient Chukotko-Kamchatkan–Nivkh and Yukaghir-Samoyedic connections,2021,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/2021.02.27.433193.abstract,"https://scholar.google.com/scholar?cites=7303222432600744851&as_sdt=2005&sciodt=0,5&hl=en",,10.1101/2021.02.27.433193.abstract,0.25,4,https://www.biorxiv.org/content/biorxiv/early/2021/02/28/2021.02.27.433193.full.pdf
16,"Y Liu, M Wang, P Chen, Z Wang, J Liu, L Yao, ...",Combined low-/high-density modern and ancient genome-wide data document genomic admixture history of high-altitude East Asians,2021,Frontiers in …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fgene.2021.582357/full,"https://scholar.google.com/scholar?cites=6874040202974542578&as_sdt=2005&sciodt=0,5&hl=en",HTML,10.3389/fgene.2021.582357,4,4,https://www.frontiersin.org/articles/10.3389/fgene.2021.582357/full
11,"K Matsudaira, T Ishida","Divergence and introgression in small apes, the genus Hylobates, revealed by reduced representation sequencing",2021,Heredity,nature.com,https://www.nature.com/articles/s41437-021-00452-7,"https://scholar.google.com/scholar?cites=16422823156523384676&as_sdt=2005&sciodt=0,5&hl=en",HTML,,2.75,4,https://www.nature.com/articles/s41437-021-00452-7
16,"KA Bird, MA Hardigan, AP Ragsdale, ...","Diversification, spread, and admixture of octoploid strawberry in the Western Hemisphere",2021,American Journal of …,Wiley Online Library,https://bsapubs.onlinelibrary.wiley.com/doi/abs/10.1002/ajb2.1776,"https://scholar.google.com/scholar?cites=14079490739567125673&as_sdt=2005&sciodt=0,5&hl=en",,10.1002/ajb2.1776,4,4,https://bsapubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ajb2.1776
67,"MW Pedersen, B De Sanctis, NF Saremi, M Sikora, ...",Environmental genomics of Late Pleistocene black bears and giant short-faced bears,2021,Current Biology,cell.com,https://www.cell.com/current-biology/fulltext/S0960-9822(21)00540-6?from=article_link,"https://scholar.google.com/scholar?cites=1009991783959830013&as_sdt=2005&sciodt=0,5&hl=en",HTML,,16.75,4,https://www.cell.com/current-biology/fulltext/S0960-9822(21)00540-6?from=article_link
13,"MM Ciucani, JK Jensen, MHS Sinding, O Smith, ...",Evolutionary history of the extinct Sardinian dhole,2021,Current Biology,cell.com,https://www.cell.com/current-biology/fulltext/S0960-9822(21)01315-4,"https://scholar.google.com/scholar?cites=17044872318615566227&as_sdt=2005&sciodt=0,5&hl=en",HTML,,2.75,4,https://www.cell.com/current-biology/fulltext/S0960-9822(21)01315-4
87,"W Yang, N Feiner, C Pinho, GM While, ...",Extensive introgression and mosaic genomes of Mediterranean endemic lizards,2021,Nature …,nature.com,https://www.nature.com/articles/s41467-021-22949-9,"https://scholar.google.com/scholar?cites=12320628374070087232&as_sdt=2005&sciodt=0,5&hl=en",HTML,,21.75,4,https://www.nature.com/articles/s41467-021-22949-9
45,"E Arciero, SA Dogra, DS Malawsky, ...",Fine-scale population structure and demographic history of British Pakistanis,2021,Nature …,nature.com,https://www.nature.com/articles/s41467-021-27394-2,"https://scholar.google.com/scholar?cites=15178639739512814505&as_sdt=2005&sciodt=0,5&hl=en",HTML,,11.25,4,https://www.nature.com/articles/s41467-021-27394-2
16,"S Sarno, R Petrilli, P Abondio, A De Giovanni, ...",Genetic history of Calabrian Greeks reveals ancient events and long term isolation in the Aspromonte area of Southern Italy,2021,Scientific reports,nature.com,https://www.nature.com/articles/s41598-021-82591-9,"https://scholar.google.com/scholar?cites=2512789272008669735&as_sdt=2005&sciodt=0,5&hl=en",HTML,,4,4,https://www.nature.com/articles/s41598-021-82591-9
35,"X Ma, W Yang, Y Gao, Y Pan, Y Lu, ...",Genetic origins and sex-biased admixture of the Huis,2021,Molecular Biology …,academic.oup.com,https://academic.oup.com/mbe/article-abstract/38/9/3804/6281079,"https://scholar.google.com/scholar?cites=6364809224157791147&as_sdt=2005&sciodt=0,5&hl=en",,,8.75,4,https://academic.oup.com/mbe/article/38/9/3804/6281079
26,"A Flores-Bello, F Bauduer, J Salaberria, B Oyharçabal, ...","Genetic origins, singularity, and heterogeneity of Basques",2021,Current Biology,cell.com,https://www.cell.com/current-biology/fulltext/S0960-9822(21)00349-3,"https://scholar.google.com/scholar?cites=11905584867784259375&as_sdt=2005&sciodt=0,5&hl=en",HTML,,6.5,4,https://www.cell.com/current-biology/fulltext/S0960-9822(21)00349-3
29,"O Alam, RM Gutaker, CC Wu, KA Hicks, ...",Genome analysis traces regional dispersal of rice in Taiwan and Southeast Asia,2021,Molecular Biology …,academic.oup.com,https://academic.oup.com/mbe/article-abstract/38/11/4832/6317837,"https://scholar.google.com/scholar?cites=1816334254090574911&as_sdt=2005&sciodt=0,5&hl=en",,,7.25,4,https://academic.oup.com/mbe/article/38/11/4832/6317837
35,"E Svensson, T Günther, A Hoischen, M Hervella, ...",Genome of Peştera Muierii skull shows high diversity and low mutational load in pre-glacial Europe,2021,Current Biology,cell.com,https://www.cell.com/current-biology/fulltext/S0960-9822(21)00592-3?dgcid=raven_jbs_aip_email,"https://scholar.google.com/scholar?cites=16553458671655338877&as_sdt=2005&sciodt=0,5&hl=en",HTML,,8.75,4,https://www.cell.com/current-biology/fulltext/S0960-9822(21)00592-3?dgcid=raven_jbs_aip_email
17,"S Bakoev, L Getmantseva, O Kostyunina, N Bakoev, ...",Genome-wide analysis of genetic diversity and artificial selection in Large White pigs in Russia,2021,PeerJ,peerj.com,https://peerj.com/articles/11595/,"https://scholar.google.com/scholar?cites=6599688158044264060&as_sdt=2005&sciodt=0,5&hl=en",HTML,,4.25,4,https://peerj.com/articles/11595/
46,"J Ramos-Madrigal, MHS Sinding, C Carøe, SST Mak, ...",Genomes of Pleistocene Siberian wolves uncover multiple extinct wolf lineages,2021,Current Biology,cell.com,https://www.cell.com/current-biology/fulltext/S0960-9822(20)31506-2?dgcid=raven_jbs_aip_email,"https://scholar.google.com/scholar?cites=393622597519534535&as_sdt=2005&sciodt=0,5&hl=en",HTML,,11.5,4,https://www.cell.com/current-biology/fulltext/S0960-9822(20)31506-2?dgcid=raven_jbs_aip_email
17,"QK Shen, MS Peng, AC Adeola, L Kui, ...",Genomic Analyses Unveil Helmeted Guinea Fowl (Numida meleagris) Domestication in West Africa,2021,Genome biology and …,academic.oup.com,https://academic.oup.com/gbe/article-abstract/13/6/evab090/6261762,"https://scholar.google.com/scholar?cites=1361365004933606787&as_sdt=2005&sciodt=0,5&hl=en",,,4.25,4,https://academic.oup.com/gbe/article-pdf/13/6/evab090/39740455/evab090.pdf
1,"M Wang, W Du, R Tang, Y Liu, X Zou, D Yuan, Z Wang, ...",Genomic history and forensic characteristics of Sherpa highlanders on the Tibetan Plateau inferred from high-resolution genome-wide InDels and SNPs,2021,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/2021.06.23.449553.abstract,"https://scholar.google.com/scholar?cites=7220389250922711514&as_sdt=2005&sciodt=0,5&hl=en",,10.1101/2021.06.23.449553.abstract,0.25,4,https://www.biorxiv.org/content/biorxiv/early/2021/06/24/2021.06.23.449553.full.pdf
32,"J Chen, G He, Z Ren, Q Wang, Y Liu, H Zhang, ...",Genomic insights into the admixture history of Mongolic-and Tungusic-speaking populations from Southwestern East Asia,2021,Frontiers in …,frontiersin.org,https://www.frontiersin.org/journals/genetics/articles/10.3389/fgene.2021.685285/full,"https://scholar.google.com/scholar?cites=15058747074012759185&as_sdt=2005&sciodt=0,5&hl=en",HTML,10.3389/fgene.2021.685285,8,4,https://www.frontiersin.org/journals/genetics/articles/10.3389/fgene.2021.685285/full
4,"G He, M Wang, X Zou, R Tang, HY Yeh, Z Wang, ...",Genomic insights into the differentiated population admixture structure and demographic history of North East Asians,2021,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/2021.07.19.452943.abstract,"https://scholar.google.com/scholar?cites=14098793666314780553&as_sdt=2005&sciodt=0,5&hl=en",,10.1101/2021.07.19.452943.abstract,1,4,https://www.biorxiv.org/content/10.1101/2021.07.19.452943.full.pdf
439,"CC Wang, HY Yeh, AN Popov, HQ Zhang, ...",Genomic insights into the formation of human populations in East Asia,2021,Nature,nature.com,https://www.nature.com/articles/s41586-021-03336-2,"https://scholar.google.com/scholar?cites=12047602313122090778&as_sdt=2005&sciodt=0,5&hl=en",HTML,,109.75,4,https://www.nature.com/articles/s41586-021-03336-2
10,"X Yang, Sarengaowa, G He, J Guo, K Zhu, H Ma, ...",Genomic insights into the genetic structure and natural selection of Mongolians,2021,Frontiers in …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fgene.2021.735786/full,"https://scholar.google.com/scholar?cites=8794249227221906136&as_sdt=2005&sciodt=0,5&hl=en",HTML,10.3389/fgene.2021.735786,2.5,4,https://www.frontiersin.org/articles/10.3389/fgene.2021.735786/full
1,"L Vicuña, A Mikhailova, T Norambuena, A Ilina, ...",Genomic insights into the recent population history of Mapuche Native Americans,2021,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/2021.11.25.470066.abstract,"https://scholar.google.com/scholar?cites=4827864298544582808&as_sdt=2005&sciodt=0,5&hl=en",,10.1101/2021.11.25.470066.abstract,0.25,4,https://www.biorxiv.org/content/10.1101/2021.11.25.470066.full.pdf
103,"KG Daly, V Mattiangeli, AJ Hare, H Davoudi, ...",Herded and hunted goat genomes from the dawn of domestication in the Zagros Mountains,2021,Proceedings of the …,pnas.org,https://www.pnas.org/doi/abs/10.1073/pnas.2100901118,"https://scholar.google.com/scholar?cites=9705510910494490549&as_sdt=2005&sciodt=0,5&hl=en",,10.1073/pnas.2100901118,25.75,4,https://www.pnas.org/doi/full/10.1073/pnas.2100901118
158,"T Wang, W Wang, G Xie, Z Li, X Fan, Q Yang, X Wu, ...","Human population history at the crossroads of East and Southeast Asia since 11,000 years ago",2021,Cell,cell.com,https://www.cell.com/cell/fulltext/S0092-8674(21)00635-8,"https://scholar.google.com/scholar?cites=17989074969759235107&as_sdt=2005&sciodt=0,5&hl=en",HTML,,39.5,4,https://www.cell.com/cell/fulltext/S0092-8674(21)00635-8
18,"L Spangenberg, MI Fariello, D Arce, G Illanes, ...",Indigenous ancestry and admixture in the Uruguayan population,2021,Frontiers in …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fgene.2021.733195/full,"https://scholar.google.com/scholar?cites=3899928748475719723&as_sdt=2005&sciodt=0,5&hl=en",HTML,10.3389/fgene.2021.733195,4.5,4,https://www.frontiersin.org/articles/10.3389/fgene.2021.733195/full
74,"L Speidel, L Cassidy, RW Davies, ...",Inferring population histories for ancient genomes using genome-wide genealogies,2021,Molecular Biology …,academic.oup.com,https://academic.oup.com/mbe/article-abstract/38/9/3497/6299394,"https://scholar.google.com/scholar?cites=3531034820339944689&as_sdt=2005&sciodt=0,5&hl=en",,,18.5,4,https://academic.oup.com/mbe/article-pdf/38/9/3497/40936337/msab174.pdf
268,"M Hajdinjak, F Mafessoni, L Skov, B Vernot, A Hübner, ...",Initial Upper Palaeolithic humans in Europe had recent Neanderthal ancestry,2021,Nature,nature.com,https://www.nature.com/articles/s41586-021-03335-3,"https://scholar.google.com/scholar?cites=16611979514842483684&as_sdt=2005&sciodt=0,5&hl=en",HTML,,67,4,https://www.nature.com/articles/s41586-021-03335-3
17,"MHS Sinding, MM Ciucani, J Ramos-Madrigal, ...",Kouprey (Bos sauveli) genomes unveil polytomic origin of wild Asian Bos,2021,Iscience,cell.com,https://www.cell.com/iscience/fulltext/S2589-0042(21)01194-9,"https://scholar.google.com/scholar?cites=2624419679905108955&as_sdt=2005&sciodt=0,5&hl=en",HTML,,4.25,4,https://www.cell.com/iscience/fulltext/S2589-0042(21)01194-9
21,"M Vicente, I Lankheet, T Russell, N Hollfelder, ...",Male-biased migration from East Africa introduced pastoralism into southern Africa,2021,BMC biology,Springer,https://link.springer.com/article/10.1186/s12915-021-01193-z,"https://scholar.google.com/scholar?cites=7138350169683023827&as_sdt=2005&sciodt=0,5&hl=en",HTML,10.1186/s12915-021-01193-z,5.25,4,https://link.springer.com/article/10.1186/s12915-021-01193-z
370,"T Van Der Valk, P Pečnerová, D Díez-del-Molino, ...",Million-year-old DNA sheds light on the genomic history of mammoths,2021,Nature,nature.com,https://www.nature.com/articles/s41586-021-03224-9,"https://scholar.google.com/scholar?cites=11052024205001268968&as_sdt=2005&sciodt=0,5&hl=en",HTML,,92.5,4,https://www.nature.com/articles/s41586-021-03224-9
10,"J Yan, N Patterson, VM Narasimhan",miqoGraph: fitting admixture graphs using mixed-integer quadratic optimization,2021,Bioinformatics,academic.oup.com,https://academic.oup.com/bioinformatics/article-abstract/37/16/2488/6008687,"https://scholar.google.com/scholar?cites=9797408475012291133&as_sdt=2005&sciodt=0,5&hl=en",,,2.5,4,https://academic.oup.com/bioinformatics/article-pdf/37/16/2488/50339342/btaa988.pdf
5,BM Peter,Modelling complex population structure using F-statistics and Principal Component Analysis,2021,BioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/2021.07.13.452141.abstract,"https://scholar.google.com/scholar?cites=221844734709937644&as_sdt=2005&sciodt=0,5&hl=en",,10.1101/2021.07.13.452141.abstract,1.25,4,https://www.biorxiv.org/content/10.1101/2021.07.13.452141.full.pdf
96,"M Larena, F Sanchez-Quinto, P Sjödin, ...","Multiple migrations to the Philippines during the last 50,000 years",2021,Proceedings of the …,pnas.org,https://www.pnas.org/doi/abs/10.1073/pnas.2026132118,"https://scholar.google.com/scholar?cites=2699373686016533513&as_sdt=2005&sciodt=0,5&hl=en",,10.1073/pnas.2026132118,24,4,https://www.pnas.org/doi/full/10.1073/pnas.2026132118
2,"M Wang, G He, X Zou, P Chen, Z Wang, R Tang, ...",New insights from the combined discrimination of modern/ancient genome-wide shared alleles and haplotypes: Differentiated demographic history reconstruction of …,2021,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/2021.06.19.449013.abstract,"https://scholar.google.com/scholar?cites=348359552288248417&as_sdt=2005&sciodt=0,5&hl=en",,10.1101/2021.06.19.449013.abstract,0.5,4,https://www.biorxiv.org/content/biorxiv/early/2021/06/23/2021.06.19.449013.full.pdf
43,"H Yao, M Wang, X Zou, Y Li, X Yang, A Li, ...",New insights into the fine-scale history of western–eastern admixture of the northwestern Chinese population in the Hexi Corridor via genome-wide genetic legacy,2021,Molecular Genetics and …,Springer,https://link.springer.com/article/10.1007/s00438-021-01767-0,"https://scholar.google.com/scholar?cites=17448224602699472481&as_sdt=2005&sciodt=0,5&hl=en",,10.1007/s00438-021-01767-0,10.75,4,https://www.researchgate.net/profile/Guanglin-He-heguanglin-2/publication/349426629_New_insights_into_the_fine-scale_history_of_western-eastern_admixture_of_the_northwestern_Chinese_population_in_the_Hexi_Corridor_via_genome-wide_genetic_legacy/links/602f5ea292851c4ed58061de/New-insights-into-the-fine-scale-history-of-western-eastern-admixture-of-the-northwestern-Chinese-population-in-the-Hexi-Corridor-via-genome-wide-genetic-legacy.pdf
27,"N Brucato, M André, R Tsang, L Saag, ...",Papua New Guinean genomes reveal the complex settlement of north Sahul,2021,Molecular biology …,academic.oup.com,https://academic.oup.com/mbe/article-abstract/38/11/5107/6349182,"https://scholar.google.com/scholar?cites=11013299740014832739&as_sdt=2005&sciodt=0,5&hl=en",,,6.75,4,https://academic.oup.com/mbe/article-pdf/38/11/5107/40935515/msab238.pdf
50,"G He, M Wang, X Zou, P Chen, Z Wang, Y Liu, ...",Peopling history of the Tibetan Plateau and multiple waves of admixture of Tibetans inferred from both ancient and modern genome-wide data,2021,Frontiers in …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fgene.2021.725243/full,"https://scholar.google.com/scholar?cites=13468661515743128560&as_sdt=2005&sciodt=0,5&hl=en",HTML,10.3389/fgene.2021.725243,9.75,4,https://www.frontiersin.org/articles/10.3389/fgene.2021.725243/full
91,"M Larena, J McKenna, F Sanchez-Quinto, ...",Philippine Ayta possess the highest level of Denisovan ancestry in the world,2021,Current Biology,cell.com,https://www.cell.com/current-biology/fulltext/S0960-9822(21)00977-5?fbclid=IwAR0MAw898xKQFzIq8JmhK-L-At8KAZAg6YPClixlgFfIr7ECs9COAftxDW0,"https://scholar.google.com/scholar?cites=7672687529720639768&as_sdt=2005&sciodt=0,5&hl=en",HTML,,22.75,4,https://www.cell.com/current-biology/fulltext/S0960-9822(21)00977-5?fbclid=IwAR0MAw898xKQFzIq8JmhK-L-At8KAZAg6YPClixlgFfIr7ECs9COAftxDW0
78,"W Kutanan, D Liu, J Kampuansai, ...",Reconstructing the human genetic history of mainland Southeast Asia: insights from genome-wide data from Thailand and Laos,2021,Molecular biology …,academic.oup.com,https://academic.oup.com/mbe/article-abstract/38/8/3459/6255759,"https://scholar.google.com/scholar?cites=13650158941413576363&as_sdt=2005&sciodt=0,5&hl=en",,,19.5,4,https://academic.oup.com/mbe/article-pdf/38/8/3459/39457443/msab124.pdf
0,S Stamov,Significant (Z|− 4|) admixture signal with a source from ancient Wusun observed in contemporary Bulgarians,2021,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/2021.06.02.446576.abstract,,,10.1101/2021.06.02.446576.abstract,0,4,https://www.biorxiv.org/content/biorxiv/early/2021/06/02/2021.06.02.446576.full.pdf
18,"Y Liu, J Yang, Y Li, R Tang, D Yuan, Y Wang, ...",Significant East Asian affinity of the Sichuan Hui genomic structure suggests the predominance of the cultural diffusion model in the genetic formation process,2021,Frontiers in …,frontiersin.org,https://www.frontiersin.org/journals/genetics/articles/10.3389/fgene.2021.626710/full,"https://scholar.google.com/scholar?cites=885317940880313960&as_sdt=2005&sciodt=0,5&hl=en",HTML,10.3389/fgene.2021.626710,4.5,4,https://www.frontiersin.org/journals/genetics/articles/10.3389/fgene.2021.626710/full
27,"N Osada, K Matsudaira, Y Hamada, ...",Testing sex-biased admixture origin of macaque species using autosomal and X-chromosomal genomic sequences,2021,Genome Biology and …,academic.oup.com,https://academic.oup.com/gbe/article-abstract/13/1/evaa209/5921179,"https://scholar.google.com/scholar?cites=12468915490893802213&as_sdt=2005&sciodt=0,5&hl=en",,,6.25,4,https://academic.oup.com/gbe/article/13/1/evaa209/5921179
189,"X Mao, H Zhang, S Qiao, Y Liu, F Chang, P Xie, ...",The deep population history of northern East Asia from the Late Pleistocene to the Holocene,2021,Cell,cell.com,https://www.cell.com/cell/fulltext/S0092-8674(21)00575-4?uuid=uuid%3A073a7ac3-248e-4668-bada-2cfbcef5feb2,"https://scholar.google.com/scholar?cites=13051060900296968517&as_sdt=2005&sciodt=0,5&hl=en",HTML,,47.25,4,https://www.cell.com/cell/fulltext/S0092-8674(21)00575-4?uuid=uuid%3A073a7ac3-248e-4668-bada-2cfbcef5feb2
13,"G Garcia‐Erill, MM Kjær, A Albrechtsen, ...",Vicariance followed by secondary gene flow in a young gazelle species complex,2021,Molecular …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.15738,"https://scholar.google.com/scholar?cites=12562909036555635772&as_sdt=2005&sciodt=0,5&hl=en",,10.1111/mec.15738,3.25,4,https://onlinelibrary.wiley.com/doi/pdf/10.1111/mec.15738
1,"EJ Richards, CH Martin",We get by with a little help from our friends: diversity begets diversity through shared adaptive genetic variation,2021,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/2021.07.01.450755.abstract,"https://scholar.google.com/scholar?cites=1519222847914790202&as_sdt=2005&sciodt=0,5&hl=en",,10.1101/2021.07.01.450755.abstract,0.25,4,https://www.biorxiv.org/content/biorxiv/early/2022/04/23/2021.07.01.450755.full.pdf
5,"T Sato, N Adachi, R Kimura, K Hosomichi, ...",Whole-Genome sequencing of a 900-year-old human skeleton supports two past migration events from the Russian Far East to Northern Japan,2021,Genome Biology and …,academic.oup.com,https://academic.oup.com/gbe/article-pdf/doi/10.1093/gbe/evab192/40409693/evab192.pdf,"https://scholar.google.com/scholar?cites=9481222085625195364&as_sdt=2005&sciodt=0,5&hl=en",PDF,10.1093/gbe/evab192/40409693/evab192,1.25,4,https://academic.oup.com/gbe/article-pdf/doi/10.1093/gbe/evab192/40409693/evab192.pdf
11,"KG Daly, BS Arbuckle, C Rossi, V Mattiangeli, ...",A novel lineage of the Capra genus discovered in the Taurus Mountains of Turkey using ancient genomics,2022,Elife,elifesciences.org,https://elifesciences.org/articles/82984,"https://scholar.google.com/scholar?cites=9761489806740072964&as_sdt=2005&sciodt=0,5&hl=en",HTML,,3.67,3,https://elifesciences.org/articles/82984
113,"M Lipson, EA Sawchuk, JC Thompson, J Oppenheimer, ...",Ancient DNA and deep population structure in sub-Saharan African foragers,2022,Nature,nature.com,https://www.nature.com/articles/s41586-022-04430-9,"https://scholar.google.com/scholar?cites=1472014576297996623&as_sdt=2005&sciodt=0,5&hl=en",HTML,,37.67,3,https://www.nature.com/articles/s41586-022-04430-9
21,"P Changmai, R Pinhasi, M Pietrusewsky, MT Stark, ...",Ancient DNA from Protohistoric Period Cambodia indicates that South Asians admixed with local populations as early as 1st–3rd centuries CE,2022,Scientific Reports,nature.com,https://www.nature.com/articles/s41598-022-26799-3,"https://scholar.google.com/scholar?cites=2053935153897406275&as_sdt=2005&sciodt=0,5&hl=en",HTML,,7,3,https://www.nature.com/articles/s41598-022-26799-3
71,"CC Liu, D Witonsky, A Gosling, JH Lee, ...",Ancient genomes from the Himalayas illuminate the genetic history of Tibetans and their Tibeto-Burman speaking neighbors,2022,Nature …,nature.com,https://www.nature.com/articles/s41467-022-28827-2,"https://scholar.google.com/scholar?cites=16425476568182297361&as_sdt=2005&sciodt=0,5&hl=en",HTML,,23.67,3,https://www.nature.com/articles/s41467-022-28827-2
23,"X Feng, J Merilä, A Löytynoja",Complex population history affects admixture analyses in nine‐spined sticklebacks,2022,Molecular Ecology,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.16651,"https://scholar.google.com/scholar?cites=14979046251630000164&as_sdt=2005&sciodt=0,5&hl=en",,10.1111/mec.16651,7.33,3,https://onlinelibrary.wiley.com/doi/pdf/10.1111/mec.16651
12,"K Zhu, P Du, J Li, J Zhang, X Hu, H Meng, L Chen, ...",Cultural and demic co-diffusion of Tubo Empire on Tibetan Plateau,2022,IScience,cell.com,https://www.cell.com/iscience/fulltext/S2589-0042(22)01908-3,"https://scholar.google.com/scholar?cites=9045945291374729872&as_sdt=2005&sciodt=0,5&hl=en",HTML,,4,3,https://www.cell.com/iscience/fulltext/S2589-0042(22)01908-3
6,"BCC Hume, CR Voolstra, E Armstrong, G Mitushasi, ...",Disparate patterns of genetic divergence in three widespread corals across a pan-Pacific environmental gradient highlights species-specific adaptation trajectories,2022,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/2022.10.13.512013.abstract,"https://scholar.google.com/scholar?cites=10140827220317072316&as_sdt=2005&sciodt=0,5&hl=en",,10.1101/2022.10.13.512013.abstract,2,3,https://www.biorxiv.org/content/10.1101/2022.10.13.512013.full.pdf
98,"M Gautier, R Vitalis, L Flori, ...",f‐Statistics estimation and admixture graph construction with Pool‐Seq or allele count data using the R package poolfstat,2022,Molecular Ecology …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/1755-0998.13557,"https://scholar.google.com/scholar?cites=16757206708194258019&as_sdt=2005&sciodt=0,5&hl=en",,10.1111/1755-0998.13557,32.67,3,https://onlinelibrary.wiley.com/doi/pdf/10.1111/1755-0998.13557
43,"GL He, MG Wang, YX Li, X Zou, HY Yeh, ...",Fine‐scale north‐to‐south genetic admixture profile in Shaanxi Han Chinese revealed by genome‐wide demographic history reconstruction,2022,… of Systematics and …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/jse.12715,"https://scholar.google.com/scholar?cites=15765274210998951018&as_sdt=2005&sciodt=0,5&hl=en",,10.1111/jse.12715,14.33,3,https://onlinelibrary.wiley.com/doi/pdf/10.1111/jse.12715
5,JV Moreno-Mayar,FrAnTK: a Frequency-based Analysis ToolKit for efficient exploration of allele sharing patterns in present-day and ancient genomic datasets,2022,G3,academic.oup.com,https://academic.oup.com/g3journal/article-abstract/12/1/jkab357/6395361,"https://scholar.google.com/scholar?cites=7414934362807554571&as_sdt=2005&sciodt=0,5&hl=en",,,1.67,3,https://academic.oup.com/g3journal/article-pdf/12/1/jkab357/42341169/jkab357.pdf
4,"G He, A Adnan, WS Al-Qahtani, FA Safhi, ...",Genetic admixture history and forensic characteristics of Tibeto-Burman-speaking Qiang people explored via the newly developed Y-STR panel and genome …,2022,Frontiers in Ecology …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fevo.2022.939659/full,"https://scholar.google.com/scholar?cites=3981751346219202049&as_sdt=2005&sciodt=0,5&hl=en",HTML,10.3389/fevo.2022.939659,1.33,3,https://www.frontiersin.org/articles/10.3389/fevo.2022.939659/full
2,"J Zhou, X Zhang, X Li, J Sui, S Zhang, ...",Genetic structure and demographic history of Northern Han people in Liaoning Province inferred from genome-wide array data,2022,Frontiers in Ecology …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fevo.2022.1014024/full,"https://scholar.google.com/scholar?cites=18058211278874633006&as_sdt=2005&sciodt=0,5&hl=en",HTML,10.3389/fevo.2022.1014024,0.67,3,https://www.frontiersin.org/articles/10.3389/fevo.2022.1014024/full
46,"L Vallini, G Marciani, S Aneli, E Bortolini, ...",Genetics and material culture support repeated expansions into Paleolithic Eurasia from a population hub out of Africa,2022,Genome Biology and …,academic.oup.com,https://academic.oup.com/gbe/article-abstract/14/4/evac045/6563828,"https://scholar.google.com/scholar?cites=15758922535456416698&as_sdt=2005&sciodt=0,5&hl=en",,,15.33,3,https://academic.oup.com/gbe/article/14/4/evac045/6563828
9,"MS Wang, M Thakur, Y Jhala, S Wang, ...",Genome sequencing of a gray wolf from Peninsular India provides new insights into the evolution and hybridization of gray wolves,2022,Genome Biology and …,academic.oup.com,https://academic.oup.com/gbe/article-pdf/doi/10.1093/gbe/evac012/42506692/evac012.pdf,"https://scholar.google.com/scholar?cites=11877149335673895309&as_sdt=2005&sciodt=0,5&hl=en",PDF,10.1093/gbe/evac012/42506692/evac012,3,3,https://academic.oup.com/gbe/article-pdf/doi/10.1093/gbe/evac012/42506692/evac012.pdf
16,"K Tsuchiya, Y Zayasu, Y Nakajima, N Arakaki, ...","Genomic analysis of a reef‐building coral, Acropora digitifera, reveals complex population structure and a migration network in the Nansei Islands, Japan",2022,Molecular …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.16665,"https://scholar.google.com/scholar?cites=16828658753762561832&as_sdt=2005&sciodt=0,5&hl=en",,10.1111/mec.16665,5.33,3,https://onlinelibrary.wiley.com/doi/pdf/10.1111/mec.16665
29,"H Yu, MS van de Loosdrecht, MA Mannino, S Talamo, ...",Genomic and dietary discontinuities during the Mesolithic and Neolithic in Sicily,2022,Iscience,cell.com,https://www.cell.com/iscience/fulltext/S2589-0042(22)00514-4?fbclid=IwAR3VnAGVinWDFthYUQPdrNPobyA-0W2i9YFP8tiwRCB62m_W869_e99_XV8,"https://scholar.google.com/scholar?cites=12554793636278243078&as_sdt=2005&sciodt=0,5&hl=en",HTML,,9.67,3,https://www.cell.com/iscience/fulltext/S2589-0042(22)00514-4?fbclid=IwAR3VnAGVinWDFthYUQPdrNPobyA-0W2i9YFP8tiwRCB62m_W869_e99_XV8
